Date,Open,High,Low,Close,Adj Close,Volume
2020-08-13,38456.640625,38516.8515625,38215.05078125,38310.48828125,38310.48828125,15400
2020-08-14,38432.94140625,38540.5703125,37654.921875,37877.33984375,37877.33984375,18600
2020-08-17,38062.0703125,38119.37890625,37734.140625,38050.78125,38050.78125,21500
2020-08-18,38084.69921875,38571.23046875,38062.01171875,38528.3203125,38528.3203125,13600
2020-08-19,38727.890625,38788.51171875,38550.6484375,38614.7890625,38614.7890625,12800
2020-08-20,38283.8984375,38402.44921875,38155.78125,38220.390625,38220.390625,15800
2020-08-21,38471.9296875,38579.828125,38411.37109375,38434.71875,38434.71875,16800
2020-08-24,38566.9609375,38894.94140625,38545.76171875,38799.078125,38799.078125,28100
2020-08-25,38948.4609375,39008.890625,38679.671875,38843.87890625,38843.87890625,15700
2020-08-26,38930.1796875,39111.55078125,38765.08984375,39073.921875,39073.921875,16400
2020-08-27,39293.53125,39326.98046875,39046.94140625,39113.46875,39113.46875,14500
2020-08-28,39264.48046875,39579.578125,39235.03125,39467.30859375,39467.30859375,22500
2020-08-31,39888.1484375,40010.171875,38395.890625,38628.2890625,38628.2890625,27900
2020-09-01,38754.0,39226.8203125,38542.109375,38900.80078125,38900.80078125,22000
2020-09-02,38892.640625,39141.83984375,38736.21875,39086.03125,39086.03125,17100
2020-09-03,39165.80078125,39236.359375,38943.4296875,38990.94140625,38990.94140625,9200
2020-09-04,38325.0,38729.66015625,38249.76953125,38357.1796875,38357.1796875,15400
2020-09-07,38284.78125,38519.921875,38060.73828125,38417.23046875,38417.23046875,12500
2020-09-08,38498.0703125,38746.48046875,38275.44921875,38365.3515625,38365.3515625,11900
2020-09-09,37988.55859375,38252.671875,37935.26171875,38193.921875,38193.921875,14000
2020-09-10,38516.87890625,38878.25,38367.0703125,38840.3203125,38840.3203125,16500
2020-09-11,38865.171875,38978.51953125,38711.80078125,38854.55078125,38854.55078125,11400
2020-09-14,39073.51171875,39230.16015625,38573.171875,38756.62890625,38756.62890625,14700
2020-09-15,38904.671875,39102.25,38753.6796875,39044.3515625,39044.3515625,11600
2020-09-16,39161.01171875,39359.51171875,39037.9609375,39302.8515625,39302.8515625,11700
2020-09-17,39120.640625,39234.80859375,38926.33984375,38979.8515625,38979.8515625,11400
2020-09-18,39200.421875,39200.421875,38635.73046875,38845.8203125,38845.8203125,14300
2020-09-21,38812.69140625,38990.76171875,37938.53125,38034.140625,38034.140625,15800
2020-09-22,38200.7109375,38209.96875,37531.140625,37734.078125,37734.078125,15300
2020-09-23,38124.94140625,38140.0703125,37313.08984375,37668.421875,37668.421875,15000
2020-09-24,37282.1796875,37304.26171875,36495.98046875,36553.6015625,36553.6015625,13900
2020-09-25,36991.890625,37471.171875,36730.51953125,37388.66015625,37388.66015625,13500
2020-09-28,37756.25,38035.87109375,37544.05078125,37981.62890625,37981.62890625,13600
2020-09-29,38176.859375,38235.94140625,37831.3515625,37973.21875,37973.21875,10600
2020-09-30,38068.890625,38236.33984375,37828.109375,38067.9296875,38067.9296875,18400
2020-10-01,38410.19921875,38738.890625,38410.19921875,38697.05078125,38697.05078125,12900
2020-10-05,38956.78125,39263.8515625,38819.890625,38973.69921875,38973.69921875,15500
2020-10-06,39336.33984375,39623.76171875,39191.1015625,39574.5703125,39574.5703125,11300
2020-10-07,39633.19140625,39968.0390625,39450.8203125,39878.94921875,39878.94921875,15000
2020-10-08,40204.3203125,40468.87890625,40062.23046875,40182.671875,40182.671875,14400
2020-10-09,40226.25,40585.359375,40066.5390625,40509.48828125,40509.48828125,16600
2020-10-12,40716.94921875,40905.48828125,40387.3984375,40593.80078125,40593.80078125,17600
2020-10-13,40592.5390625,40786.8203125,40461.96875,40625.51171875,40625.51171875,11000
2020-10-14,40623.19140625,40880.25,40279.55078125,40794.73828125,40794.73828125,15000
2020-10-15,41048.05078125,41048.05078125,39667.46875,39728.41015625,39728.41015625,30400
2020-10-16,39936.609375,40125.7109375,39699.421875,39982.98046875,39982.98046875,11000
2020-10-19,40318.5703125,40519.48046875,40211.21875,40431.6015625,40431.6015625,12300
2020-10-20,40420.2890625,40732.01171875,40305.58984375,40544.37109375,40544.37109375,12100
2020-10-21,40767.140625,40976.01953125,40150.48046875,40707.30859375,40707.30859375,16700
2020-10-22,40531.30859375,40721.5703125,40309.05078125,40558.48828125,40558.48828125,13900
2020-10-23,40728.390625,40811.12109375,40590.8984375,40685.5,40685.5,12400
2020-10-26,40649.76171875,40724.3984375,39948.2890625,40145.5,40145.5,10100
2020-10-27,40199.078125,40555.6015625,39978.390625,40522.1015625,40522.1015625,13900
2020-10-28,40664.3515625,40664.3515625,39774.6015625,39922.4609375,39922.4609375,29400
2020-10-29,39537.171875,40010.828125,39524.25,39749.8515625,39749.8515625,19500
2020-10-30,39779.8203125,39988.25,39241.87109375,39614.0703125,39614.0703125,12000
2020-11-02,39880.37890625,39968.03125,39334.921875,39757.578125,39757.578125,15400
2020-11-03,39990.75,40354.73046875,39952.7890625,40261.12890625,40261.12890625,21400
2020-11-04,40171.7109375,40693.51171875,40076.46875,40616.140625,40616.140625,20900
2020-11-05,41112.12109375,41370.91015625,41030.171875,41340.16015625,41340.16015625,42600
2020-11-06,41438.76171875,41954.9296875,41383.2890625,41893.05859375,41893.05859375,19000
2020-11-09,42273.96875,42645.328125,42263.640625,42597.4296875,42597.4296875,24300
2020-11-10,42959.25,43316.44140625,42660.08984375,43277.6484375,43277.6484375,28700
2020-11-11,43444.05859375,43708.46875,42970.2109375,43593.671875,43593.671875,30300
2020-11-12,43291.890625,43543.9609375,43127.55078125,43357.19140625,43357.19140625,14500
2020-11-13,43298.921875,43522.25,43053.37109375,43443.0,43443.0,24400
2020-11-17,44095.8515625,44161.16015625,43699.21875,43952.7109375,43952.7109375,20900
2020-11-18,43978.578125,44215.48828125,43785.78125,44180.05078125,44180.05078125,18300
2020-11-19,43902.23828125,44230.0,43518.109375,43599.9609375,43599.9609375,24100
2020-11-20,43732.140625,44013.01953125,43453.75,43882.25,43882.25,17100
2020-11-23,44164.171875,44271.1484375,43747.21875,44077.1484375,44077.1484375,17800
2020-11-24,44341.19140625,44601.62890625,44247.12109375,44523.01953125,44523.01953125,17900
2020-11-25,44749.73046875,44825.37109375,43757.96875,43828.1015625,43828.1015625,19100
2020-11-26,43967.58984375,44361.78125,43582.3984375,44259.73828125,44259.73828125,14600
2020-11-27,44325.03125,44407.28125,43995.41015625,44149.71875,44149.71875,15700
2020-12-01,44435.828125,44730.7890625,44118.1015625,44655.44140625,44655.44140625,16000
2020-12-02,44729.51953125,44729.640625,44169.96875,44618.0390625,44618.0390625,16000
2020-12-03,44902.01953125,44953.01171875,44551.421875,44632.6484375,44632.6484375,30700
2020-12-04,44665.91015625,45148.28125,44665.91015625,45079.55078125,45079.55078125,27600
2020-12-07,45099.921875,45458.921875,45024.46875,45426.96875,45426.96875,18700
2020-12-08,45568.80078125,45742.23046875,45335.171875,45608.51171875,45608.51171875,18200
2020-12-09,45891.0390625,46164.1015625,45792.01171875,46103.5,46103.5,20700
2020-12-10,45999.421875,46043.96875,45685.87109375,45959.87890625,45959.87890625,12700
2020-12-11,46060.3203125,46309.62890625,45706.21875,46099.01171875,46099.01171875,26300
2020-12-14,46284.69921875,46373.33984375,45951.53125,46253.4609375,46253.4609375,18400
2020-12-15,46287.390625,46350.30078125,45841.671875,46263.171875,46263.171875,16400
2020-12-16,46573.30859375,46704.96875,46402.19921875,46666.4609375,46666.4609375,13100
2020-12-17,46774.3203125,46992.5703125,46627.6015625,46890.33984375,46890.33984375,17200
2020-12-18,47026.01953125,47026.01953125,46630.30859375,46960.69140625,46960.69140625,12800
2020-12-21,46932.1796875,47055.69140625,44923.078125,45553.9609375,45553.9609375,24400
2020-12-22,45529.609375,46080.1796875,45112.19140625,46006.69140625,46006.69140625,25100
2020-12-23,46072.30078125,46513.3203125,45899.1015625,46444.1796875,46444.1796875,10500
2020-12-24,46743.48828125,47053.3984375,46539.01953125,46973.5390625,46973.5390625,13700
2020-12-28,47153.58984375,47406.71875,47148.23828125,47353.75,47353.75,9600
2020-12-29,47466.62109375,47714.55078125,47361.8984375,47613.078125,47613.078125,12800
2020-12-30,47789.03125,47807.8515625,47358.359375,47746.21875,47746.21875,15600
2020-12-31,47753.109375,47896.96875,47602.12109375,47751.328125,47751.328125,13900
2021-01-04,48109.171875,48220.46875,47594.46875,48176.80078125,48176.80078125,13900
2021-01-05,48037.62890625,48486.23828125,47903.37890625,48437.78125,48437.78125,12200
2021-01-06,48616.66015625,48616.66015625,47864.140625,48174.05859375,48174.05859375,22500
2021-01-07,48524.359375,48558.33984375,48037.87109375,48093.3203125,48093.3203125,18400
2021-01-08,48464.91015625,48854.33984375,48365.578125,48782.51171875,48782.51171875,22200
2021-01-11,49252.30859375,49303.7890625,48956.37890625,49269.3203125,49269.3203125,21200
2021-01-12,49228.26171875,49569.140625,49079.5703125,49517.109375,49517.109375,12700
2021-01-13,49763.9296875,49795.19140625,49073.8515625,49492.3203125,49492.3203125,27200
2021-01-14,49432.828125,49663.578125,49182.37109375,49584.16015625,49584.16015625,24500
2021-01-15,49656.7109375,49656.7109375,48795.7890625,49034.671875,49034.671875,14700
2021-01-18,49061.21875,49122.23046875,48403.96875,48564.26953125,48564.26953125,16600
2021-01-19,48900.30859375,49499.859375,48805.5390625,49398.2890625,49398.2890625,11000
2021-01-20,49508.7890625,49874.421875,49373.6796875,49792.12109375,49792.12109375,12200
2021-01-21,50096.5703125,50184.01171875,49398.859375,49624.76171875,49624.76171875,19300
2021-01-22,49594.94921875,49676.87890625,48832.078125,48878.5390625,48878.5390625,18400
2021-01-25,49253.6796875,49263.1484375,48274.921875,48347.58984375,48347.58984375,15500
2021-01-27,48385.28125,48387.25,47269.6015625,47409.9296875,47409.9296875,19600
2021-01-28,46834.5703125,47172.01953125,46518.48046875,46874.359375,46874.359375,25000
2021-01-29,47423.46875,47423.66015625,46160.4609375,46285.76953125,46285.76953125,14500
2021-02-01,46617.94921875,48764.3984375,46433.6484375,48600.609375,48600.609375,22000
2021-02-02,49193.26171875,50154.48046875,49193.26171875,49797.71875,49797.71875,28400
2021-02-03,50231.05859375,50526.390625,49515.87890625,50255.75,50255.75,22400
2021-02-04,50212.25,50687.51171875,49926.44921875,50614.2890625,50614.2890625,33600
2021-02-05,51031.390625,51073.26953125,50565.2890625,50731.62890625,50731.62890625,32200
2021-02-08,51146.671875,51523.37890625,51146.671875,51348.76953125,51348.76953125,20600
2021-02-09,51484.23046875,51835.859375,51193.9296875,51329.078125,51329.078125,21200
2021-02-10,51355.890625,51512.859375,50846.21875,51309.390625,51309.390625,16000
2021-02-11,51165.83984375,51592.44921875,51157.30859375,51531.51953125,51531.51953125,12100
2021-02-12,51614.76953125,51804.578125,51260.62109375,51544.30078125,51544.30078125,15100
2021-02-15,51907.75,52235.96875,51886.4609375,52154.12890625,52154.12890625,14700
2021-02-16,52400.03125,52516.76171875,51863.609375,52104.171875,52104.171875,21100
2021-02-17,51996.94140625,52078.1484375,51586.33984375,51703.828125,51703.828125,13600
2021-02-18,51903.9609375,51903.9609375,51186.6796875,51324.69140625,51324.69140625,18200
2021-02-19,51238.01953125,51432.98828125,50624.328125,50889.76171875,50889.76171875,15000
2021-02-22,50910.51171875,50986.03125,49617.37109375,49744.3203125,49744.3203125,16300
2021-02-23,49994.8515625,50327.30859375,49659.8515625,49751.41015625,49751.41015625,14900
2021-02-24,49763.94140625,50881.171875,49648.78125,50781.69140625,50781.69140625,45900
2021-02-25,51207.609375,51386.12109375,50991.76171875,51039.30859375,51039.30859375,33500
2021-02-26,50256.7109375,50400.30859375,48890.48046875,49099.98828125,49099.98828125,23100
2021-03-01,49747.7109375,50058.421875,49440.4609375,49849.83984375,49849.83984375,18400
2021-03-02,50258.08984375,50439.8203125,49807.12109375,50296.890625,50296.890625,17500
2021-03-03,50738.2109375,51539.890625,50512.83984375,51444.6484375,51444.6484375,15800
2021-03-04,50812.140625,51256.55078125,50539.921875,50846.078125,50846.078125,21800
2021-03-05,50517.359375,50886.19140625,50160.5390625,50405.3203125,50405.3203125,19200
2021-03-08,50654.01953125,50985.76953125,50318.26171875,50441.0703125,50441.0703125,14200
2021-03-09,50714.16015625,51111.94140625,50396.1015625,51025.48046875,51025.48046875,12200
2021-03-10,51404.6796875,51430.4296875,51048.9296875,51279.51171875,51279.51171875,9300
2021-03-12,51660.98046875,51821.83984375,50538.4296875,50792.078125,50792.078125,12200
2021-03-15,50773.46875,50834.78125,49799.0703125,50395.078125,50395.078125,17600
2021-03-16,50608.421875,50857.98046875,50289.44140625,50363.9609375,50363.9609375,100
2021-03-17,50436.01953125,50561.12109375,49718.6484375,49801.62109375,49801.62109375,100
2021-03-18,50161.25,50296.3515625,48962.359375,49216.51953125,49216.51953125,12600
2021-03-19,48881.19140625,50003.578125,48586.9296875,49858.23828125,49858.23828125,17500
2021-03-22,49878.76953125,49878.76953125,49281.01953125,49771.2890625,49771.2890625,11600
2021-03-23,49876.2109375,50264.6484375,49661.921875,50051.44140625,50051.44140625,13400
2021-03-24,49786.46875,49854.578125,49120.33984375,49180.30859375,49180.30859375,9200
2021-03-25,49201.98046875,49247.94921875,48236.3515625,48440.12109375,48440.12109375,14300
2021-03-26,48969.25,49234.66015625,48699.91015625,49008.5,49008.5,10600
2021-03-30,49331.6796875,50268.44921875,49331.6796875,50136.578125,50136.578125,10500
2021-03-31,50049.12109375,50050.3203125,49442.5,49509.1484375,49509.1484375,11900
2021-04-01,49868.53125,50092.48046875,49478.53125,50029.828125,50029.828125,8500
2021-04-05,50020.91015625,50028.671875,48580.80078125,49159.3203125,49159.3203125,12700
2021-04-06,49441.12890625,49582.26171875,48936.3515625,49201.390625,49201.390625,9600
2021-04-07,49277.08984375,49900.12890625,49093.8984375,49661.76171875,49661.76171875,9800
2021-04-08,49885.26171875,50118.078125,49581.609375,49746.2109375,49746.2109375,21800
2021-04-09,49743.390625,49906.91015625,49461.01171875,49591.3203125,49591.3203125,8900
2021-04-12,48956.6484375,48956.6484375,47693.44140625,47883.37890625,47883.37890625,19100
2021-04-13,47991.53125,48627.4296875,47775.3203125,48544.05859375,48544.05859375,10000
2021-04-15,48512.76953125,48887.8515625,48010.55078125,48803.6796875,48803.6796875,16100
2021-04-16,48935.73828125,49089.55078125,48694.48828125,48832.03125,48832.03125,11900
2021-04-19,47940.80859375,48020.7890625,47362.7109375,47949.421875,47949.421875,10500
2021-04-20,48473.0390625,48478.33984375,47438.5,47705.80078125,47705.80078125,11600
2021-04-22,47501.7109375,48143.16015625,47204.5,48080.671875,48080.671875,15800
2021-04-23,47863.80859375,48265.390625,47669.55078125,47878.44921875,47878.44921875,11200
2021-04-26,48197.37109375,48667.98046875,48152.23828125,48386.51171875,48386.51171875,15200
2021-04-27,48424.078125,49009.26171875,48399.53125,48944.140625,48944.140625,10100
2021-04-28,49066.640625,49801.48046875,49066.640625,49733.83984375,49733.83984375,14300
